name,mtom,oem,wing1_weight,wing2_weight,fuselage_weight,lg_weight,powertrain_weight,nacelle_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,diskloading,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac1,y_mac1,x_lemac1,mac2,y_mac2,x_lemac2,cLmax,cd,cd0,clalpha,cm,e,b1,b2,A1,A2,S1,S2,S,S1/S,S2/S,c_root1,c_root2,c_tip1,c_tip2,sweep_le1,sweep_le2,sweep1_1/4,sweep2_1/4,sweep_m,taper1,taper2,StotS,mission_energy,power_hover,power_climb,power_cruise,WP_hover,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy,Vx_cr,Vz_cr,Mx_cr,Mz_cr,T_cr,Vz_vf,Mx_vf,T_vf
W1,3178.5773957601473,2703.5773957601473,143.43440798800611,156.59955838027128,308.7347327201135,134.6234049540089,160.9752504309902,321.0585121157856,1161.8305225057522,316.32100666521956,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,1.0015478560721394,1.9212384354460756,0.09002560766787544,0.976188097961947,1.9711490439616244,0.0879181237495102,1.5,0.07,0.018,5.15,-2.56,0.63,8.965779365415019,9.198695538487579,9.5,10,8.461599960979129,8.461599960979129,16.923199921958258,0.5,0.5,1.3482374985586492,1.3140993626410826,0.5392949994234597,0.5256397450564331,0.04685811297907601,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1271507323.8302953,1126826.7530169315,178950.1272078985,218260.18440572033,0.014594421013711195,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19890129.37390677,7394792.915093992,13242309.41338449,1004607951.6068034,3499354.6466340907,166051534.46880323,5775999.494002256,33804802.59050795,17240449.321159054,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3154.891462885786,2679.891462885786,142.35061133876178,155.41628527985964,307.6901883626017,133.3430958304059,159.37041771475063,317.8577393094622,1150.2477255959734,313.61539945397067,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9965429162842425,1.9116376134491,0.08957573126604917,0.9713098860798687,1.9612988084305043,0.08747877887650846,1.5,0.07,0.018,5.15,-2.56,0.63,8.920975529429132,9.152727772675686,9.5,10,8.377242568070882,8.377242568070882,16.754485136141763,0.5,0.5,1.3415000796134033,1.3075325389536694,0.5366000318453613,0.5230130155814677,0.046858112979076015,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1258831110.8922334,1115592.9240032544,177166.09507904912,216084.2531141151,0.014667718608043813,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19691835.970020015,7321070.98847368,13110291.035849635,994592575.3087919,3464468.0488023898,164396094.05554816,5718416.027400153,33467787.72009763,17068571.73724979,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3137.35516753556,2662.35516753556,141.54688691844345,154.53879088331414,306.9141080203172,132.39565851543145,158.1828307706084,315.4891460240124,1141.6763784097463,311.6113679936866,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9928229838914626,1.9045017815994882,0.08924135965104038,0.9676841444789668,1.953977599428683,0.08715223484322497,1.5,0.07,0.018,5.15,-2.56,0.63,8.88767498079761,9.118562130667186,9.5,10,8.31481753308377,8.31481753308377,16.62963506616754,0.5,0.5,1.3364924783154304,1.3026517329524554,0.5345969913261722,0.5210606931809821,0.04685811297907602,0.044602473881331664,0.1,0.1,-0.36837,0.4,0.4,1.2,1249450628.5316265,1107279.8153942588,175845.89937097783,214474.04940433774,0.014722675959418154,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19545097.52483351,7266516.269676298,13012596.55345236,987181129.8591622,3438651.7330635437,163171057.0771185,5675803.876960357,33218394.461827766,16941381.175532162,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3124.367126746676,2649.367126746676,140.95089069246336,153.88809104710333,306.3377978222783,131.69420670142242,157.30357997153627,313.7355164904604,1135.330431361585,310.1266126598268,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9900598621642785,1.8992013702093613,0.08899299237528624,0.964990986556513,1.9485394920852674,0.08690968180247638,1.5,0.07,0.018,5.15,-2.56,0.63,8.862939727643685,9.093184296397913,9.5,10,8.26860006482576,8.26860006482576,16.53720012965152,0.5,0.5,1.3327728913749903,1.2990263280568446,0.5331091565499961,0.5196105312227378,0.04685811297907602,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1242505624.0821187,1101125.0598007538,174868.46935039797,213281.9068791324,0.014763764935327984,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19436457.146273248,7226125.727887038,12940266.73192945,981693936.3816582,3419538.1714380635,162264079.48908585,5644255.22487288,33033751.794022616,16847213.414951533,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3114.7450742474084,2639.7450742474084,140.50895159300384,153.40558849574813,305.91000578708486,131.17468506986705,156.6523737153722,312.43671241266117,1130.6303839764598,309.02637319721117,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9880084090803225,1.8952661308800414,0.08880859448619327,0.9629914774247788,1.944502021723111,0.08672960063610165,1.5,0.07,0.018,5.15,-2.56,0.63,8.844575277440192,9.074342768041184,9.5,10,8.234369667190133,8.234369667190133,16.468739334380267,0.5,0.5,1.3300113199158188,1.2963346811487406,0.5320045279663276,0.5185338724594962,0.04685811297907603,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1237361892.2238379,1096566.6160076053,174144.54786515638,212398.96122645607,0.014794419705903845,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19355993.99029417,7196210.971448059,12886696.542021573,977629914.2333655,3405381.9478426743,161592337.72877046,5620889.104950568,32896998.48022816,16777469.22491636,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3107.615231442048,2632.615231442048,140.18125779847054,153.04781727315446,305.5925529540557,130.78980296989633,156.16993445555516,311.47450716354126,1127.148403635943,308.21095519143137,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9864858608227157,1.8923454734051135,0.08867173798825989,0.9615074809500846,1.9415054903799793,0.08659594792513502,1.5,0.07,0.018,5.15,-2.56,0.63,8.830945542557195,9.060358955106569,9.5,10,8.209010439537979,8.209010439537979,16.418020879075957,0.5,0.5,1.3279617357228866,1.2943369935866524,0.5311846942891546,0.517734797434661,0.046858112979076015,0.04460247388133164,0.1,0.1,-0.36837,0.4,0.4,1.2,1233551212.939176,1093189.5411888862,173608.23829779623,211744.84028842184,0.014817253502960745,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19296383.71314212,7174048.940881831,12847009.634036921,974619126.455233,3394894.459480089,161094684.95813566,5603578.56240984,32795686.235666584,16725799.980189959,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3102.3312923930257,2627.3312923930257,139.9382813591656,152.78253920197403,305.35703250247985,130.50460925768192,155.81245188248764,310.7615228836031,1124.5682917023266,307.6065636033071,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9853561505919998,1.8901783850298457,0.08857019231633596,0.9604063756212832,1.9392821046198994,0.08649677941984293,1.5,0.07,0.018,5.15,-2.56,0.63,8.820832463472613,9.049983154892862,9.5,10,8.190219510384456,8.190219510384456,16.38043902076891,0.5,0.5,1.326440971950769,1.2928547364132659,0.5305763887803077,0.5171418945653063,0.04685811297907602,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1230727538.4390266,1090687.1631774134,173210.8383760457,211260.1433420859,0.014834241475140498,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19252213.105497807,7157627.10217363,12817602.03982738,972388163.4065467,3387123.3375231065,160725929.3286535,5590751.626867734,32720614.8953224,16687513.596614426,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3098.414915954342,2623.414915954342,139.75812369280385,152.58584573499624,305.18232739119463,130.29325169572104,155.54752091854596,310.233128979144,1122.6561662082515,307.15855133368484,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9845180840133325,1.8885707476986526,0.08849486146464153,0.9595895293623304,1.9376327035200909,0.08642321205036889,1.5,0.07,0.018,5.15,-2.56,0.63,8.813330155927044,9.042285949760423,9.5,10,8.176293519723474,8.176293519723474,16.35258703944695,0.5,0.5,1.325312805402563,1.2917551356800603,0.5301251221610251,0.5167020542720241,0.046858112979076015,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1228634908.2983105,1088832.6464298216,172916.32459475484,210900.93358226333,0.014846869056291186,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19219478.19044817,7145456.84861043,12795808.020011859,970734792.7654694,3381364.1453663986,160452643.8827665,5581245.562366665,32664979.392894648,16659139.490376271,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3095.5119141448477,2620.5119141448477,139.62454541526833,152.4400069536,305.052750174204,130.1365966381737,155.3511580582948,309.841491335604,1121.2389274469165,306.82643812278616,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9838964609976962,1.8873783073946184,0.08843898596215431,0.9589836461929897,1.9364092855819983,0.0863686445837392,1.5,0.07,0.018,5.15,-2.56,0.63,8.80776543450822,9.036576666049324,9.5,10,8.165971784138714,8.165971784138714,16.331943568277428,0.5,0.5,1.3244760051892064,1.2909395237213324,0.5297904020756826,0.516375809488533,0.04685811297907603,0.04460247388133167,0.1,0.1,-0.36837,0.4,0.4,1.2,1227083882.1979055,1087458.1064080636,172698.03539360885,210634.6926913555,0.014856249266385822,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19195215.561974727,7136436.439051288,12779654.619127056,969509339.2235092,3377095.5184463803,160250088.8056966,5574199.809815171,32623743.192241907,16638109.028043373,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3093.3599397421663,2618.3599397421663,139.5255044558533,152.33187550366753,304.9566527935365,130.0204765657939,155.20560470111585,309.55119115489805,1120.188403639245,306.58023092805615,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.983435431305747,1.8864939283220818,0.08839754562765706,0.9585342900335619,1.9355019317985385,0.08632817436031129,1.5,0.07,0.018,5.15,-2.56,0.63,8.803638332169715,9.032342348393179,9.5,10,8.158320829857681,8.158320829857681,16.316641659715362,0.5,0.5,1.3238553882961979,1.2903346211990256,0.5295421553184791,0.5161338484796103,0.04685811297907602,0.044602473881331664,0.1,0.1,-0.36837,0.4,0.4,1.2,1225934188.94279,1086439.232907811,172536.22920468875,210437.34246208932,0.014863213802953013,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19177230.96435898,7129750.088624418,12767680.961146967,968600975.6110067,3373931.4120672126,160099945.48713097,5568977.167730968,32593176.987234328,16622520.263489509,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3091.764623171379,2616.764623171379,139.4520715364764,152.2517025318799,304.88538970831024,129.93439758968665,155.09770704226878,309.33599371481034,1119.409657881622,306.3977031663247,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9830935337658728,1.8858380767912657,0.08836681366252858,0.958201049532747,1.9348290423257393,0.08629816182517572,1.5,0.07,0.018,5.15,-2.56,0.63,8.800577691692572,9.029202197520116,9.5,10,8.152649232370207,8.152649232370207,16.305298464740414,0.5,0.5,1.3233951416079057,1.2898860282171594,0.5293580566431623,0.5159544112868638,0.04685811297907602,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1225081929.585647,1085683.9492958814,172416.28343834003,210291.04815377883,0.014868382890185628,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19163899.111245763,7124793.545049792,12758804.974437162,967927612.1855899,3371585.882721323,159988645.32285616,5565105.660643784,32570518.47887644,16610964.424226986,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
W1,3090.5819316638517,2615.5819316638517,139.39762572351648,152.19225940115012,304.8325457268545,129.87058492685514,155.01771960241194,309.1764620578654,1118.8323526822578,306.2623815429404,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9828399991472581,1.885351729133442,0.08834402432903116,0.9579539345540542,1.9343300601572249,0.08627590598603734,1.5,0.07,0.018,5.15,-2.56,0.63,8.798308069289396,9.026873614067048,9.5,10,8.14844472443399,8.14844472443399,16.29688944886798,0.5,0.5,1.3230538450059244,1.28955337343815,0.5292215380023698,0.51582134937526,0.04685811297907602,0.044602473881331664,0.1,0.1,-0.36837,0.4,0.4,1.2,1224450126.775463,1085124.0372168836,172327.36441197363,210182.5962437706,0.014872218356577666,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19154015.849546954,7121119.125833382,12752224.966486048,967428429.7467138,3369847.078659295,159906135.51410666,5562235.608192227,32553721.11650651,16602397.76941832,501.49669010724557,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,-6369.615706865474,19320.30365938326,0.0
