label,surface,quarterchord_sweep,length_wing2vtail,shs,virtual_hor_surface,virtual_ver_surface,rudder_max,elevator_min,dihedral,taper,c_control_surface_to_c_vee_ratio,cL_cruise,max_clh,ruddervator_efficiency,span,vtail_weight,thickness_to_chord,aspect_ratio,chord_root,chord_tip,chord_mac
Vtail,7.2139679122402995,0.0,3.677966101694916,0.5933412183243099,5.952991937505778,,0.04537856055185214,-0.3036872898470137,0.4959895173267481,1,0.18982398520787586,0.19954089589760823,-0.64,0.40309864694383446,6.00581714350358,82.30261035653962,0.12,5.0,1.2011634287007158,1.2011634287007158,1.2011634287007156
Vtail,4.454272382496111,0.0,5.6034241684749775,0.3405262441855505,3.682401796243426,,0.05061454830783513,-0.2984513020910307,0.5161878535492828,1.0,0.1918322622330566,0.15966169847951445,-0.64,0.4057763496440755,4.719254380988649,71.22588624053631,0.12,5.0,0.9438508761977297,0.9438508761977297,0.9438508761977297
Vtail,5.205792046007825,0.0,4.789587891279906,0.3954769461586945,4.180644313497643,,0.05410520681182379,-0.29496064358704205,0.5170668269339701,1.0,0.17508623373078575,0.15632246523545426,-0.62,0.38344831164104765,5.10185850744992,75.52679292972616,0.12,5.0,1.0203717014899838,1.0203717014899838,1.0203717014899838
Vtail,4.472115062441758,0.0,5.178758119530208,0.3341853401759449,3.9267351767781293,,0.048869219055840796,-0.30019663134302504,0.5348453271917272,1.0,0.22018990819729956,0.16791893373203043,-0.7200000000000001,0.4435865442630661,4.728696999407848,71.9768691024559,0.12,5.0,0.9457393998815697,0.9457393998815697,0.9457393998815697
Vtail,4.76512123713772,0.0,5.024592972833305,0.3562033533385429,3.9803365908429598,,0.05235987755982946,-0.2967059728390364,0.5293191755369616,1.0,0.20076536917799576,0.16298945169682783,-0.66,0.4176871589039943,4.881148039722683,73.63011960588565,0.12,5.0,0.9762296079445368,0.9762296079445368,0.9762296079445368
Vtail,4.592726760552807,0.0,5.117032916479685,0.3399791430729874,3.9362755004085503,,0.05061454830783513,-0.2984513020910307,0.5344695851928347,1.0,0.21723782119576002,0.1649750773784537,-0.7000000000000001,0.43965042826101336,4.79203858527496,73.05993709234268,0.12,5.0,0.9584077170549918,0.9584077170549918,0.9584077170549917
Vtail,4.676840341694133,0.0,5.195116596604712,0.34459901661252235,3.7567430189111923,,0.059341194567806795,-0.28972465583105905,0.5319760330490959,1.0,0.18081252787265054,0.1615946929908975,-0.62,0.39108337049686737,4.8357214258547465,73.6747721043743,0.12,5.0,0.9671442851709494,0.9671442851709494,0.9671442851709494
Vtail,4.506460993173788,0.0,5.076670838145026,0.32587510816544474,3.8623399400406835,,0.05410520681182379,-0.29496064358704205,0.547451685349199,1.0,0.22271838385308035,0.16733113182658635,-0.7000000000000001,0.44695784513744047,4.746820511233698,73.70310784124574,0.12,5.0,0.9493641022467395,0.9493641022467395,0.9493641022467394
Vtail,4.380980882449187,0.0,5.309548366181879,0.3120357560029171,3.7547950519197206,,0.055850536063818124,-0.29321531433504777,0.5455944695378424,1.0,0.21629910221001528,0.16510759518032303,-0.7000000000000001,0.43839880294668704,4.68026755776269,73.39795291937446,0.12,5.0,0.9360535115525379,0.9360535115525379,0.9360535115525379
Vtail,4.893113329638453,0.0,5.135638412220349,0.34711205085042895,4.065875686444801,,0.05235987755982946,-0.2967059728390364,0.5199455812846119,1.0,0.1988433076177572,0.15036684447718796,-0.66,0.4151244101570096,4.946267951515796,76.50030149080703,0.12,5.0,0.9892535903031591,0.9892535903031591,0.9892535903031591
Vtail,4.730510091970311,0.0,5.438143966055679,0.3443749302113291,3.918386401985127,,0.05235987755982946,-0.2967059728390364,0.5121248760471998,1.0,0.1867559219233691,0.15220977800911664,-0.64,0.3990078958978255,4.863388783538856,74.21324963650832,0.12,5.0,0.9726777567077713,0.9726777567077713,0.9726777567077713
Vtail,4.994714230729463,0.0,5.059456349134135,0.3723453538048076,4.116134639683212,,0.05061454830783513,-0.2984513020910307,0.5134482167845317,1.0,0.19011595608975707,0.15433782530378545,-0.64,0.4034879414530094,4.997356416511366,74.96950623028829,0.12,5.0,0.9994712833022731,0.9994712833022731,0.9994712833022731
Vtail,4.859005464340937,0.0,5.178940353858883,0.364414650050615,4.010546415545439,,0.05061454830783513,-0.2984513020910307,0.5137262069418185,1.0,0.18841793527005035,0.15588307863706222,-0.64,0.4012239136934005,4.928998612467312,74.05262506655134,0.12,5.0,0.9857997224934623,0.9857997224934623,0.9857997224934623
Vtail,4.924077299913463,0.0,5.0476369656303515,0.37179804066656447,4.059345229432909,,0.05061454830783513,-0.2984513020910307,0.5156835849617323,1.0,0.18738730392097463,0.15725337803911632,-0.64,0.3998497385612995,4.961893438957281,74.20883827162349,0.12,5.0,0.9923786877914563,0.9923786877914563,0.9923786877914563
Vtail,4.901633778521808,0.0,5.150038828779879,0.3702365255216665,3.9266448637690043,,0.05410520681182379,-0.29496064358704205,0.5145787062500292,1.0,0.17427765013084912,0.1564798866468555,-0.62,0.3823702001744655,4.950572582298844,74.07631912167179,0.12,5.0,0.9901145164597687,0.9901145164597687,0.9901145164597687
Vtail,4.982547510838141,0.0,5.0212048777397,0.3745489291825706,4.106455064837043,,0.05061454830783513,-0.2984513020910307,0.5147339211010196,1.0,0.1882424997196135,0.15536238585969944,-0.64,0.40098999962615134,4.991266127365952,74.65613080396561,0.12,5.0,0.9982532254731903,0.9982532254731903,0.9982532254731902
Vtail,4.560879518446597,0.0,5.108958982340848,0.3431853635201455,4.004674699123842,,0.047123889803846464,-0.3019419605950194,0.5311698279360498,1.0,0.222468096799684,0.16732870299000444,-0.7200000000000001,0.4466241290662453,4.775395019496606,72.28904762609889,0.12,5.0,0.955079003899321,0.955079003899321,0.955079003899321
Vtail,4.703021251901804,0.0,5.033980771407098,0.35458142594055136,4.030805292134029,,0.048869219055840796,-0.30019663134302504,0.5291901459648212,1.0,0.21441449513161748,0.16488791516745177,-0.7000000000000001,0.4358859935088233,4.849237698804733,73.03478065214964,0.12,5.0,0.9698475397609465,0.9698475397609465,0.9698475397609465
Vtail,4.902621792387499,0.0,5.1132063785828725,0.36692184132090916,3.9303004655017366,,0.05410520681182379,-0.29496064358704205,0.517599897741308,1.0,0.18003128725044157,0.1562679914340632,-0.62,0.3900417163339221,4.951071496346775,74.35260978798763,0.12,5.0,0.990214299269355,0.990214299269355,0.990214299269355
Vtail,4.830644518395651,0.0,5.12563111225011,0.36003968448063683,3.9844910581487563,,0.05235987755982946,-0.2967059728390364,0.5198633844891942,1.0,0.1895310931785507,0.15744449967635826,-0.64,0.4027081242380676,4.9145928205679725,74.07955706537832,0.12,5.0,0.9829185641135944,0.9829185641135944,0.9829185641135944
Vtail,4.927859552116496,0.0,5.143055601301454,0.3675777799446135,3.939974435149508,,0.05410520681182379,-0.29496064358704205,0.5151874927881915,1.0,0.17862474885499072,0.15481135270898083,-0.62,0.3881663318066543,4.963798722811238,74.5892648397489,0.12,5.0,0.9927597445622477,0.9927597445622477,0.9927597445622477
Vtail,4.8587790504063655,0.0,5.121803592729438,0.36233673664298394,4.009799438372095,,0.05235987755982946,-0.2967059728390364,0.5189260168128795,1.0,0.18947188024211906,0.15691715823909153,-0.64,0.40262917365615875,4.9288837734351,74.21831190896923,0.12,5.0,0.9857767546870199,0.9857767546870199,0.9857767546870199
Vtail,4.918568070639087,0.0,5.140429104713593,0.3666908334853662,3.944022875401869,,0.05410520681182379,-0.29496064358704205,0.5156530781504891,1.0,0.17873011835141256,0.1549982172717786,-0.62,0.3883068244685501,4.959116892471424,74.5542479730841,0.12,5.0,0.9918233784942849,0.9918233784942849,0.9918233784942848
Vtail,4.826086183841317,0.0,5.1267808359657,0.35987453384643,3.9820135985929768,,0.05235987755982946,-0.2967059728390364,0.5202315389884259,1.0,0.19033298228488177,0.15779327342737065,-0.64,0.4037773097131757,4.9122734980054386,74.04011887140905,0.12,5.0,0.9824546996010877,0.9824546996010877,0.9824546996010877
Vtail,4.911344528256538,0.0,5.136280751830733,0.3661728704676908,3.942838648454031,,0.05410520681182379,-0.29496064358704205,0.5161093974257553,1.0,0.17887575511232298,0.15524882116882033,-0.62,0.3885010068164306,4.955474007729502,74.5131504101955,0.12,5.0,0.9910948015459002,0.9910948015459002,0.9910948015459002
Vtail,4.81057429570484,0.0,5.129845904036804,0.358674339162983,3.968783657735826,,0.05235987755982946,-0.2967059728390364,0.5208232797230921,1.0,0.19072036083640442,0.1581967835892998,-0.64,0.40429381444853923,4.904372689603044,73.95791874691007,0.12,5.0,0.9808745379206089,0.9808745379206089,0.9808745379206087
Vtail,4.78113575518412,0.0,5.134303127908779,0.3564780371413869,3.9555018061165974,,0.05235987755982946,-0.2967059728390364,0.5219683426524095,1.0,0.1913454658936481,0.15898352697873996,-0.64,0.40512728785819746,4.88934338903708,73.79477973941746,0.12,5.0,0.9778686778074159,0.9778686778074159,0.9778686778074159
Vtail,4.795862440845921,0.0,5.131185900530884,0.3576509843354957,3.9562209394672148,,0.05235987755982946,-0.2967059728390364,0.5214094488890602,1.0,0.19097683540204846,0.1586315513017223,-0.64,0.40463578053606464,4.896867591045281,73.87038176303541,0.12,5.0,0.9793735182090559,0.9793735182090559,0.9793735182090559
Vtail,4.795246451835407,0.0,5.132764203454845,0.35759993341667073,3.955785032613143,,0.05235987755982946,-0.2967059728390364,0.5213739536937468,1.0,0.1909671565684177,0.1586157875339118,-0.64,0.40462287542455694,4.896553099801639,73.86738526920631,0.12,5.0,0.9793106199603276,0.9793106199603276,0.9793106199603275
Vtail,4.79558730621649,0.0,5.131708931876294,0.35764276703814385,3.9560311574043316,,0.05235987755982946,-0.2967059728390364,0.5213969760465392,1.0,0.190962112317183,0.1586291933123696,-0.64,0.404616149756244,4.896727124425298,73.86784744449523,0.12,5.0,0.9793454248850597,0.9793454248850597,0.9793454248850597
Vtail,4.795375666810666,0.0,5.132300453669747,0.3576235015805107,3.955881826837088,,0.05235987755982946,-0.2967059728390364,0.5213830694188331,1.0,0.1909589129624282,0.15862313111757637,-0.64,0.40461188394990427,4.89661907177323,73.86695936453935,0.12,5.0,0.979323814354646,0.979323814354646,0.979323814354646
Vtail,4.795494232116876,0.0,5.131920754264263,0.35763814474177225,3.9559667720456604,,0.05235987755982946,-0.2967059728390364,0.5213917669825913,1.0,0.1909579719504289,0.1586280852284881,-0.64,0.40461062926723856,4.896679605669987,73.86714118153503,0.12,5.0,0.9793359211339974,0.9793359211339974,0.9793359211339974
Vtail,4.7954217360137035,0.0,5.13213569185358,0.3576311064561095,3.9559157229373616,,0.05235987755982946,-0.2967059728390364,0.5213865781794196,1.0,0.1909569167140338,0.1586256613882738,-0.64,0.40460922228537843,4.89664259264126,73.8668729653818,0.12,5.0,0.979328518528252,0.979328518528252,0.979328518528252
Vtail,4.795462731527228,0.0,5.132001388061016,0.3576361002632359,3.95594492776283,,0.05235987755982946,-0.2967059728390364,0.5213897529963438,1.0,0.1909567953415363,0.1586274431735596,-0.64,0.40460906045538175,4.896663523016069,73.8669415124141,0.12,5.0,0.9793327046032138,0.9793327046032138,0.9793327046032136
Vtail,4.795437950791988,0.0,5.132077949014762,0.3576335823051008,3.955927502500761,,0.05235987755982946,-0.2967059728390364,0.5213878733397816,1.0,0.1909564471984485,0.1586265273185834,-0.64,0.404608596264598,4.8966508711526435,73.86685902344203,0.12,5.0,0.9793301742305286,0.9793301742305286,0.9793301742305286
Vtail,4.795452077559413,0.0,5.132030989019177,0.35763528378132553,3.9559375258834306,,0.05235987755982946,-0.2967059728390364,0.5213890064326346,1.0,0.19095645585791118,0.1586271565775992,-0.64,0.40460860781054825,4.89665808361142,73.86688423153753,0.12,5.0,0.979331616722284,0.979331616722284,0.979331616722284
